tokens,ner_tags,sentence_label
"['Colombia', 'was', 'permitted', 'to', 'add', 'a', 'single', 'additional', 'round-trip', 'flight', 'to', 'its', 'current', 'New', 'York', 'service', ',', 'although', 'it', 'will', 'not', 'be', 'able', 'to', 'do', 'so', 'while', 'under', 'Category', 'Two', '(', 'Conditional', ')', 'status', 'under', 'the', 'Federal', 'Aviation', 'Administration', ""'s"", 'International', 'Aviation', 'Safety', 'program', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 7, 8, 8, 8, 0]",2
"['Fifth-seed', 'Iva', 'Majoli', 'of', 'Croatia', 'was', 'picked', 'off', 'by', 'Austrian', 'Judith', 'Wiesner', 'and', 'Wimbledon', 'semifinalist', 'Kimiko', 'Date', 'of', 'Japan', ',', 'the', '10th', 'seed', ',', 'fell', '6-2', '7-5', 'to', '53rd-ranked', 'American', 'Kimberly', 'Po', '.']","[0, 1, 2, 0, 5, 0, 0, 0, 0, 7, 1, 2, 0, 7, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 2, 0]",1
"['-', 'ASIA', '/', 'PACIFIC']","[0, 5, 0, 5]",0
"['Fall', 'of', 'wicket', '-', '1-106', '2-239', '3-334', '4-334']","[0, 0, 0, 0, 0, 0, 0, 0]",1
"['Chornomorets', '6', '4', '1', '1', '11', '7', '13']","[3, 0, 0, 0, 0, 0, 0, 0]",1
"['Very', 'sexy', '.', '""']","[0, 0, 0, 0]",4
"['In', 'Toronto', ',', 'Pat', 'Hentgen', 'tossed', 'a', 'five-hitter', 'for', 'his', 'fifth', 'consecutive', 'complete', 'game', 'and', 'three', 'players', 'drove', 'in', 'two', 'runs', 'apiece', 'as', 'the', 'Toronto', 'Blue', 'Jays', 'defeated', 'the', 'Minnesota', 'Twins', '6-1', 'for', 'their', 'ninth', 'win', 'in', '11', 'games', '.']","[0, 5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['We', ""'ve"", 'had', 'it', 'out', 'there', 'for', 'weeks', 'and', 'weeks', 'and', 'weeks', ',', '""', 'Dole', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4
"['A', 'consortium', 'of', 'telephone', 'companies', 'and', 'The', 'Walt', 'Disney', 'Co', '.']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0]",2
"['Results', 'of', 'Yugoslav', 'league']","[0, 0, 7, 0]",1
"['Atlanta', '9', 'PITTSBURGH', '4']","[3, 0, 3, 0]",1
"['Sri', 'Lanka', 'beat', 'India', 'by', 'nine', 'wickets', 'in', 'the', 'second', 'match', 'of', 'the', 'Singer', 'World', 'Series', 'one-day', '(', '50', 'overs', ')', 'cricket', 'tournament', 'on', 'Monday', '.']","[5, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['It', 'was', 'Agassi', 'who', 'was', 'at', 'the', 'centre', 'of', 'the', 'controversy', 'that', 'engulfed', 'the', 'tournament', 'since', 'the', 'original', 'draw', 'was', 'completed', 'on', 'Wednesday', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['A', 'U.S.', 'fighter', 'plane', 'blew', 'a', 'tyre', 'and', 'caught', 'fire', 'while', 'landing', 'on', 'Sunday', 'at', 'Israel', ""'s"", 'Ben', 'Gurion', 'airport', ',', 'an', 'airport', 'spokesman', 'said', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0]",1
"['They', 'are', 'idiots', 'to', 'have', 'started', 'the', 'Jerusalem', 'battle', ',', '""', 'Arafat', 'said', 'in', 'Arabic', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 7, 0, 0]",0
"['Casey', 'told', 'a', 'news', 'conference', 'in', 'Chicago', 'on', 'Tuesday', 'he', 'had', 'asked', 'to', 'speak', 'again', 'this', 'year', 'but', 'was', 'turned', 'down', '.']","[1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['ITALIAN', 'CABINET', 'APPROVES', 'TELEVISION', 'DECREE', '.']","[7, 0, 0, 0, 0, 0]",3
"['-', 'High', 'Court', 'officials', 'have', 'unearthed', 'police-run', 'human', 'cages', 'at', 'Tando', 'Allahyar', 'near', 'Hyderabad', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 5, 0]",4
"['52', ';', 'A.', 'Cowan', '5-68', ')', '.']","[0, 0, 1, 2, 0, 0, 0]",1
"['""', 'Remarkably', 'both', 'the', 'train', 'driver', 'and', 'the', 'truck', 'driver', 'were', 'not', 'injured', ',', '""', 'the', 'rail', 'spokesman', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'rules', 'will', 'also', 'require', 'that', 'customer', 'limit', 'orders', 'be', 'displayed', 'with', 'prices', 'better', 'than', 'those', 'available', 'in', 'quotes', 'publicly', 'available', 'at', 'the', 'time', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['The', 'man', 'was', 'released', 'after', 'his', 'arrest', 'on', 'Tuesday', ',', 'pending', 'further', 'inquiries', ',', 'the', 'ICAC', 'said', 'in', 'a', 'statement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]",4
"['And', 'that', 'little', 'snack', 'is', 'guaranteed', 'to', 'make', 'you', 'thirsty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['VfL', 'Bochum', '3', '1', '2', '0', '3', '2', '5']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['N.', 'Williams', '5-43', ')', '.']","[1, 2, 0, 0, 0]",4
"['6.', 'Federico', 'Colonna', '(', 'Italy', ')', 'Mapei', '27']","[0, 1, 2, 0, 5, 0, 3, 0]",4
"['SV', 'Ried', '6', '1', '1', '4', '6', '9', '4']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['The', 'hostages', 'were', 'held', 'in', 'a', 'house', 'in', 'or', 'near', 'Grozny', 'which', 'was', 'bombarded', 'regularly', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",0
"['denotes', 'seeding', ')', ':']","[0, 0, 0, 0]",4
"['Swedish', 'options', 'and', 'derivatives', 'exchange', 'OM', 'Gruppen', 'AB', 'said', 'on', 'Thursday', 'it', 'would', 'open', 'an', 'electronic', 'bourse', 'for', 'forest', 'industry', 'products', 'in', 'London', 'in', 'the', 'first', 'half', 'of', '1997', '.']","[7, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]",2
"['70', '71', '74']","[0, 0, 0]",4
"['PSV', 'and', 'Vitesse', 'Arnhem', 'are', 'the', 'only', 'unbeaten', 'teams', 'after', 'two', 'rounds', 'of', 'the', 'Dutch', 'league', '.']","[3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",1
"['Soyoil', 'refined', 'market', 'delivery', '32,900-33,000']","[0, 0, 0, 0, 0]",2
"['Denham', 'Peiris', 'painted', 'six', 'green', 'parrots', ',', 'worth', 'about', 'A$', '100', '(', 'US$', '79', ')', 'a', 'pair', ',', 'with', 'a', 'cinnamon', 'hair', 'dye', 'and', 'traded', 'them', 'as', 'Indian', 'Ringneck', 'Parrots', ',', 'valued', 'at', 'A$', '14,000', 'a', 'pair', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 7, 0, 0, 0, 0]",2
"['The', 'applications', 'are', 'being', '""', 'fast-tracked', 'in', 'the', 'sense', 'that', 'we', 'are', 'processing', 'them', 'and', 'the', 'ones', 'who', 'have', 'been', 'referred', 'to', 'us', 'have', 'been', 'interviewed', ',', '""', 'the', 'newspaper', 'quoted', 'Garrett', 'Lambert', ',', 'Canada', ""'s"", 'high', 'commissioner', 'in', 'Hong', 'Kong', ',', 'as', 'saying', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0]",2
"['15-13', '15-11', '15-2']","[0, 0, 0]",4
"['+3', 'Corey', 'Pavin', 'through', '14']","[0, 1, 2, 0, 0]",1
"['Nathalie', 'Tauziat', '(', 'France', ')', 'beat', 'Angelica', 'Gavaldon', '(', 'Mexico', ')', '7-6', '(', '7-4', ')', '6-2']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0]",1
"['The', 'spokesman', 'Peter', 'Lerner', 'said', 'he', 'knew', 'nothing', 'about', 'soldiers', 'having', 'stolen', 'anything', 'from', 'the', 'Palestinians', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",4
"['St', 'Helens', 'needed', 'to', 'win', 'on', 'Monday', 'to', 'take', 'the', 'title', '--', 'a', 'defeat', 'or', 'draw', 'would', 'have', 'allowed', 'Wigan', 'their', 'eighth', 'consecutive', 'championship', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]",1
"['for', ',', 'against', ',', 'points', ')', ':']","[0, 0, 0, 0, 0, 0, 0]",4
"['MSV', 'Duisberg', '0', 'Bayern', 'Munich', '4', '(', 'Klinsmann', '15th', ',', 'Zieger', '24th', 'and']","[3, 4, 0, 3, 4, 0, 0, 1, 0, 0, 1, 0, 0]",1
"['MADRID', '1996-08-28']","[5, 0]",0
"['Rennes', '1', 'Bordeaux', '1']","[3, 0, 3, 0]",1
"['played', ',', 'won', ',', 'drawn', ',', 'lost', ',', 'goals', 'for', ',', 'goals', 'against', ',', 'points', ')', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['NEW', 'YORK', '1996-08-27']","[5, 6, 0]",4
"['6-3', '6-4']","[0, 0]",4
"['He', 'walked', 'three', 'and', 'struck', 'out', 'three', 'in', 'winning', 'for', 'the', '10th', 'time', 'in', 'his', 'last', '11', 'decisions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Yeltsin', 'is', 'expected', 'to', 'go', 'on', 'holiday', 'in', 'the', 'near', 'future', ',', 'but', 'officials', 'have', 'not', 'yet', 'said', 'where', 'he', 'will', 'go', 'or', 'when', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['""', 'There', 'are', 'people', 'who', 'are', 'taking', 'advantage', 'of', 'the', 'news', 'to', 'put', 'pressure', 'on', 'rates', ',', 'however', ',', 'there', 'are', 'enough', 'players', 'who', 'will', 'buy', 'and', 'that', 'will', 'keep', 'rates', 'from', 'rising', 'too', 'much', ',', '""', 'said', 'one', 'dealer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['A', 'year', 'after', 'its', 'massively', 'publicized', 'introduction', ',', 'Microsoft', 'Corp.', ""'s"", 'Windows', '95', 'computer', 'operating', 'system', 'has', 'fallen', 'short', 'of', 'the', 'most', 'optimistic', 'expectations', 'for', 'the', 'software', 'giant', 'and', 'the', 'industry', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['ISSUE', ':', 'Public', 'School', ',', 'Series', '1996', 'TAX', 'STAT:Exempt-ULT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Sosa', ',', 'a', 'leading', 'candidate', 'for', 'National', 'League', 'Most', 'Valuable', 'Player', 'honours', ',', 'was', 'injured', 'August', '20th', 'when', 'he', 'was', 'hit', 'by', 'a', 'Mark', 'Hutton', 'pitch', 'in', 'the', 'first', 'inning', 'of', 'an', '8-1', 'victory', 'over', 'the', 'Florida', 'Marlins', '.']","[1, 0, 0, 0, 0, 0, 7, 8, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]",1
"['Results', 'from', 'the', 'Canadian', 'Open']","[0, 0, 0, 7, 8]",1
"['67', 'Jeff', 'Hawksworth', ',', 'Padraig', 'Harrington', '(', 'Ireland', ')', ',', 'Michael']","[0, 1, 2, 0, 1, 2, 0, 5, 0, 0, 1]",1
"['First', 'Alliance', 'Corporation', 'and', 'Subsidiaries']","[3, 4, 4, 4, 4]",2
"['RUGBY', 'UNION', '-', 'MULDER', 'OUT', 'OF', 'SECOND', 'TEST', '.']","[3, 4, 0, 1, 0, 0, 0, 0, 0]",1
"['The', 'government', 'has', 'denied', 'the', 'charge', 'and', 'blames', 'the', 'MQM', 'for', 'much', 'of', 'the', 'violence', 'that', 'killed', '2,000', 'people', 'in', 'the', 'city', 'last', 'year', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['He', 'was', 'responsible', 'for', 'the', 'establishment', 'of', 'the', 'European', 'Coal', 'and', 'Steel', 'Community', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0]",2
"['We', ""'re"", 'looking', 'at', 'a', 'criminal', 'act', 'that', 'has', 'no', 'political', 'aspect', 'as', 'far', 'as', 'what', 'we', 'can', 'tell', ',', '""', 'Schutte', 'added', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4
"['Former', 'Colorado', 'Democratic', 'Gov', '.']","[0, 5, 7, 0, 0]",0
"['The', 'team', 'will', 'go', 'one', 'to', 'tour', 'Pakistan', ',', 'playing', 'two', 'tests', 'and', 'three', 'one-day', 'internationals', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['3', '-', 'Anto', 'Drobnjak', '(', 'Bastia', ')', ',', 'Xavier', 'Gravelaine', '(', 'Marseille', ')', '.']","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0]",4
"['4', '-', 'Goran', 'Ivanisevic', '(', 'Croatia', ')', 'vs.', 'Andrei', 'Chesnokov', '(', 'Russia', ')']","[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0]",1
"['The', 'former', 'Wimbledon', 'champion', 'said', 'the', 'immediate', 'future', 'of', 'Australia', ""'s"", 'Davis', 'Cup', 'coach', 'Tony', 'Roche', 'could', 'also', 'be', 'determined', 'by', 'events', 'in', 'Split', '.']","[0, 0, 7, 0, 0, 0, 0, 0, 0, 5, 0, 7, 8, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0]",1
"['3.', 'Johan', 'Museeuw', '(', 'Belgium', ')']","[0, 1, 2, 0, 5, 0]",1
"['Intelligence', 'officals', 'said', 'more', 'than', '5,000', 'Tamils', 'were', 'waiting', 'on', 'the', 'western', 'coast', 'of', 'Sri', 'Lanka', 'to', 'cross', 'into', 'India', '.']","[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 5, 0]",0
"['The', 'same', 'pattern', 'of', 'the', 'past', 'few', 'days', 'persisted', 'with', 'futures', 'declining', 'early', 'on', 'the', 'profit', 'taking', 'before', 'firming', 'late', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['LONDON', '1996-08-24']","[5, 0]",0
"['No1', 'Bare', 'Bright', '91', 'to', '92', 'cents', '/', 'pound']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['3/4', '-', 'Qiang', 'Hong', '/', 'Liu', 'Lu', '(', 'China', ')', '10-15', '17-14', '17-16']","[0, 0, 1, 2, 0, 1, 2, 0, 5, 0, 0, 0, 0]",1
"['Penalties', ':', 'Simon', 'Culhane', ',', 'Jon', 'Preston', '(', '2', ')', '.']","[0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0]",1
"['Palestinians', 'end', 'four-hour', 'strike', '.']","[7, 0, 0, 0, 0]",0
"['About', '4000', 'New', 'Zealander', 'supporters', 'were', 'partying', 'into', 'the', 'early', 'hours', 'of', 'today', 'in', 'the', 'South', 'African', 'capital', '.']","[0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]",1
"['MADRID', '1996-08-24']","[5, 0]",0
"['Deputy', 'Minister', 'for', 'Finance', 'Ousmane', 'Kaba', 'said', 'teams', 'of', 'inspectors', 'would', 'check', 'government', 'offices', 'in', 'the', 'capital', 'and', 'the', 'provinces', 'to', 'root', 'out', 'civil', 'servants', 'who', 'drew', 'salaries', 'but', 'had', 'left', 'their', 'jobs', ',', 'were', 'dead', ',', 'or', 'had', 'never', 'existed', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'I', 'do', ""n't"", 'think', 'we', 'should', 'immediately', 'draw', 'a', 'conclusion', 'that', 'the', 'economic', 'recovery', 'has', 'come', 'to', 'a', 'halt', 'or', 'that', 'signs', 'of', 'a', 'economic', 'contraction', 'have', 'emerged', ',', '""', 'Kubo', 'said', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2
"['""', 'The', 'worst', 'period', 'of', 'physical', 'manhandling', 'was', 'during', 'that', 'time', 'when', 'we', 'were', 'beaten', 'with', 'Kalashnikovs', 'and', 'at', 'one', 'point', 'I', 'had', 'a', 'Kalashnikov', 'held', 'to', 'the', 'back', 'of', 'my', 'throat', '--', 'cocked', ',', '""', 'he', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Gore', 'said', '.']","[1, 0, 0]",4
"['Berlex', 'also', 'charges', 'that', 'Avonex', 'is', 'so', 'similar', 'to', 'its', 'MS', 'drug', ',', 'Betaseron', ',', 'that', 'it', 'is', 'a', 'patent', 'infringement', '.']","[3, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Also', 'due', 'to', 'visit', 'Brazil', 'in', 'September', 'are', 'South', 'Korean', 'President', 'Kim', 'Young', 'Sam', 'and', 'German', 'Chancellor', 'Helmut', 'Kohl', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 7, 8, 0, 1, 2, 2, 0, 7, 0, 1, 2, 0]",0
"['14.', 'Olivier', 'Panis', '(', 'France', ')', 'Ligier', '1:54.220']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['HONG', 'KONG', '1996-08-28']","[5, 6, 0]",0
"['Becej', '2', 'Borac', '0']","[3, 0, 3, 0]",1
"['The', 'Supreme', 'Court', 'ruled', 'that', 'a', 'judicial', 'hearing', 'contesting', 'the', 'ban', 'would', 'be', 'heard', 'on', 'September', '11', ',', 'three', 'days', 'before', 'the', 'nomination', 'period', 'for', 'the', 'Selection', 'Committee', 'closes', '.']","[0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0]",4
"['Among', 'the', 'latter', 'were', 'gun', 'control', 'advocate', 'Sarah', 'Brady', 'and', 'actor', 'Christopher', 'Reeve', 'and', 'the', 'politicians', 'included', 'Rep', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 7, 8]",4
"['Orvieto', 'mayor', 'Stefano', 'Cimicchi', 'said', 'the', 'comics', ',', 'including', 'popular', 'actor', 'Roberto', 'Benigni', ',', 'would', 'declare', 'Orvieto', '""', 'capital', 'of', 'Etruria', '""', 'on', 'September', '15', '--', 'the', 'day', 'Bossi', 'plans', 'a', 'march', 'across', 'the', 'north', 'in', 'favour', 'of', 'independence', 'from', 'Rome', '.']","[5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",4
"['Leipzig', '/', 'Halle', '1,806', 'up', '45.6']","[5, 0, 5, 0, 0, 0]",2
"['Grasshopper', '9', '4', '4', '1', '17', '11', '16']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['""', 'The', 'movement', 'is', 'making', 'arrangements', 'for', 'them', 'to', 'be', 'set', 'free', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Men', ""'s"", 'singles']","[0, 0, 0]",1
"['Hill', '(', '14-7', ')', 'allowed', '10', 'hits', '.']","[1, 0, 0, 0, 0, 0, 0, 0]",1
"['Nice', '1', '(', 'Debbah', '39th', ')', 'Bastia', '1', '(', 'Drobnjak', '82nd', ')', '.']","[3, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0]",1
"['Dynamo', '6', '5', '0', '1', '16', '2', '15']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['GOVT.BUDGET', '(', 'bln', 'pts', ')', 'Govt.Fcast', '96']","[0, 0, 0, 0, 0, 0, 0]",2
"['But', 'none', 'named', 'those', 'guilty', 'of', 'ordering', 'or', 'carrying', 'out', 'any', 'of', 'the', 'gross', 'violations', 'of', 'human', 'rights', 'which', 'Tutu', 'is', 'investigating', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",4
"['-', 'Barrington', 'Research', 'Associates', 'Inc', 'said', 'Friday', 'it', 'upgraded', 'Unitog', 'Co', 'to', 'a', 'near-term', 'outperform', 'from', 'a', 'long-term', 'outperform', 'rating', '.']","[0, 3, 4, 4, 4, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['It', 'was', 'the', 'first', 'known', 'time', 'that', 'a', 'police', 'officer', 'has', 'been', 'president', 'at', 'the', 'suicide', 'of', 'one', 'of', 'Kevorkian', ""'s"", 'patients', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",4
"['A', 'small', 'bottle', 'of', 'a', 'garishly-coloured', 'sports', 'drink', 'at', 'the', 'sun-drenched', 'U.S.', 'Open', 'is', 'going', 'for', '$', '3.75', ',', 'while', 'a', 'litre', 'of', 'basic', ',', 'life-sustaining', 'water', 'will', 'set', 'you', 'back', '$', '4.00', '--', 'for', 'water', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Opposition', 'parties', ',', 'civic', 'organisations', 'and', 'private-sector', 'unions', 'have', 'expressed', 'support', 'for', 'the', 'action', 'and', 'denounced', 'the', 'government', ""'s"", 'pay', 'rises', 'of', 'up', 'to', 'eight', 'percent', 'for', 'its', 'workers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['10.', 'Neil', 'Hodgson', '(', 'Britain', ')', 'Ducati', '82']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['Piotr', 'Grabowski', 'told', 'Reuters', 'that', 'a', 'Mostostal', 'extraordinary', 'shareholders', 'meeting', 'on', 'Saturday', 'had', 'decided', 'that', 'the', 'price', 'of', 'the', '250,000', 'bonds', 'would', 'be', 'set', 'as', 'a', '10-session', 'average', 'price', 'of', 'Mostostal', 'shares', 'plus', 'a', 'premium', '.']","[1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]",2
"['BANGKOK', '1996-08-29']","[5, 0]",0
"['Karlsruhe', '3', '2', '1', '0', '9', '3', '7']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['Valletta', '-', 'Gilbert', 'Agius', '(', '24th', ')']","[5, 0, 1, 2, 0, 0, 0]",1
"['Algeria', 'forces', 'kill', 'guerrillas', '-', 'papers', '.']","[5, 0, 0, 0, 0, 0, 0]",0
"['About', '60', 'police', ',', 'helicopters', 'and', 'fixed-wing', 'aircraft', 'have', 'maintained', 'an', 'overnight', 'cordon', 'around', '15', 'sq', 'km', '(', 'six', 'sq', 'miles', ')', 'of', 'bush', 'near', 'Glenwood', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",1
"['Final', ':']","[0, 0]",4
"['Thomas', 'Bjorn', '(', 'Denmark', ')', ',', 'Fernando', 'Roca', '(', 'Spain', ')', ',', 'Derrick']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 1]",1
"['Scorer', ':', 'Ilian', 'Simeonov', '(', '58th', ')']","[0, 0, 1, 2, 0, 0, 0]",1
"['JUNE', 'MAY', 'JUNE', '1995']","[0, 0, 0, 0]",4
"['Laurence', 'McQuillan']","[1, 2]",4
"['6.', 'Thomas', 'Radstrom', '(', 'Sweden', ')', 'Toyota', 'Celica', '4.09']","[0, 1, 2, 0, 5, 0, 7, 8, 0]",1
